Epoch,Day,Being ID,Other Being ID,encounter_type,X,Y,Z
116,15,12172,12127,INF,"(182,)","(344,)",0.5546195481552644
117,6,12228,12240,WAR,"(92,)","(375,)",0.28176897477090257
117,6,12240,12228,INF,"(93,)","(376,)",0.2848899427293059
119,3,12434,12484,WAR,"(417,)","(429,)",-0.11684856971103191
119,4,12484,12484,INF,"(415,)","(430,)",-0.11487407597507862
119,5,12451,12437,LUV,"(303,)","(461,)",0.1224288562445553
119,6,12414,12438,WAR,"(323,)","(387,)",0.25547012135579006
119,8,12414,12438,ESC,"(324,)","(390,)",0.2450615512091514
120,5,12507,12540,STL,"(9,)","(285,)",0.12401039527309632
121,1,12648,12693,STL,"(258,)","(455,)",0.2964655435526247
121,15,12616,12682,INF,"(77,)","(253,)",0.3484939666514299
122,8,12784,12781,LUV,"(483,)","(474,)",-0.32386835907815315
122,8,12795,12797,LUV,"(429,)","(155,)",0.11256502314977324
122,9,12781,12784,LUV,"(482,)","(474,)",-0.32406841338269154
122,9,12784,12781,LUV,"(483,)","(474,)",-0.32386835907815315
122,9,12795,12797,LUV,"(429,)","(157,)",0.11623002933389995
122,10,12760,12796,LUV,"(97,)","(117,)",0.3404859398447334
122,10,12781,12784,LUV,"(482,)","(473,)",-0.32166554598475056
122,10,12784,12781,LUV,"(482,)","(473,)",-0.32166554598475056
122,10,12795,12797,LUV,"(428,)","(158,)",0.12019142356655882
122,10,12796,12760,LUV,"(96,)","(118,)",0.3408460402623539
122,11,12781,12784,LUV,"(481,)","(472,)",-0.31937865097922624
122,11,12784,12781,LUV,"(481,)","(473,)",-0.3218064119034615
122,11,12795,12797,LUV,"(427,)","(159,)",0.12416666610291285
122,11,12797,12795,LUV,"(426,)","(158,)",0.12454571912864033
122,12,12784,12781,LUV,"(480,)","(472,)",-0.3194607408621158
122,12,12795,12797,LUV,"(427,)","(159,)",0.12416666610291285
122,12,12796,12760,LUV,"(99,)","(118,)",0.34560940829159364
122,12,12795,12795,INF,"(426,)","(158,)",0.12454571912864033
122,13,12760,12796,LUV,"(99,)","(118,)",0.34560940829159364
122,13,12781,12784,LUV,"(479,)","(473,)",-0.321957860151018
122,13,12784,12781,LUV,"(480,)","(472,)",-0.3194607408621158
122,13,12796,12760,LUV,"(100,)","(119,)",0.34915631507952793
122,14,12760,12796,LUV,"(100,)","(119,)",0.34915631507952793
122,14,12781,12784,WIN,"(479,)","(473,)",-0.321957860151018
122,14,12796,12760,LUV,"(101,)","(120,)",0.3527070864188232
122,15,12760,12796,LUV,"(100,)","(119,)",0.34915631507952793
122,15,12796,12760,ESC,"(101,)","(120,)",0.3527070864188232
123,2,12859,12832,LUV,"(482,)","(299,)",0.07347625501327801
123,2,12884,12864,WAR,"(483,)","(270,)",0.10896590752965953
123,3,12859,12832,LUV,"(480,)","(300,)",0.07355671875000001
123,4,12881,12893,LUV,"(449,)","(197,)",0.1393842311543016
124,1,12983,12992,LUV,"(409,)","(286,)",0.22160856903006595
124,1,12992,12983,LUV,"(409,)","(287,)",0.2203431733845862
124,2,12925,12986,STL,"(412,)","(75,)",0.009918598034865167
124,2,12983,12992,LUV,"(408,)","(287,)",0.22281530094489865
124,2,12986,12925,INF,"(411,)","(76,)",0.013654589605667605
124,2,12992,12983,LUV,"(407,)","(288,)",0.2240033766151084
124,5,12950,12985,LUV,"(303,)","(391,)",0.31216393593699304
124,8,12961,12991,LUV,"(29,)","(142,)",0.28907658204234365
124,8,12991,12961,WAR,"(29,)","(143,)",0.2898488588725507
125,2,13109,13095,LUV,"(330,)","(392,)",0.22052040862248906
125,3,13058,13100,LUV,"(312,)","(314,)",0.4467582765118135
125,11,13100,13058,LUV,"(314,)","(313,)",0.44258205967163783
125,12,13058,13100,LUV,"(313,)","(313,)",0.445526783563835
125,12,13100,13058,LUV,"(313,)","(314,)",0.4438173463023417
125,13,13058,13100,LUV,"(314,)","(314,)",0.4408686234073549
125,15,13100,13058,LUV,"(313,)","(313,)",0.445526783563835
125,21,13100,13058,LUV,"(312,)","(314,)",0.4467582765118135
125,24,13100,13058,LUV,"(313,)","(313,)",0.445526783563835
125,25,13058,13100,LUV,"(313,)","(313,)",0.445526783563835
125,25,13100,13058,LUV,"(313,)","(314,)",0.4438173463023417
125,26,13058,13100,LUV,"(312,)","(313,)",0.4484636649210564
125,27,13058,13100,LUV,"(313,)","(314,)",0.4438173463023417
125,27,13100,13058,LUV,"(312,)","(313,)",0.4484636649210564
125,32,13100,13058,LUV,"(313,)","(314,)",0.4438173463023417
125,33,13058,13100,LUV,"(313,)","(315,)",0.4420900378964119
127,1,13237,13300,LUV,"(64,)","(193,)",0.3556411813189443
127,3,13237,13300,LUV,"(65,)","(193,)",0.3577165760935332
128,4,13344,13412,LUV,"(327,)","(481,)",-0.03914292155648015
128,4,13358,13407,WAR,"(321,)","(410,)",0.20759500756371826
128,4,13412,13344,LUV,"(326,)","(480,)",-0.03175257430643565
128,7,13398,13373,WAR,"(185,)","(167,)",0.5652031929096537
128,8,13373,13398,INF,"(184,)","(168,)",0.5661087496925902
130,1,13547,13591,LUV,"(366,)","(357,)",0.19526598761797365
130,7,13549,13610,STL,"(47,)","(280,)",0.22492643748959928
130,8,13610,13610,INF,"(49,)","(280,)",0.2305125066812478
131,1,13745,13705,LUV,"(198,)","(290,)",0.6324899815920235
132,1,13763,13772,STL,"(452,)","(368,)",-0.03380504392568552
132,1,13772,13763,INF,"(451,)","(368,)",-0.03217754502022532
132,3,13819,13828,LUV,"(408,)","(154,)",0.1595779452984734
132,4,13819,13828,LUV,"(406,)","(152,)",0.16080041401906933
133,6,13953,13877,LUV,"(88,)","(163,)",0.3924488175696814
133,7,13882,13929,WAR,"(158,)","(70,)",0.32428112318269503
133,9,13877,13953,LUV,"(89,)","(166,)",0.3971169010923996
133,9,13882,13929,WIN,"(158,)","(70,)",0.32428112318269503
133,10,13877,13953,LUV,"(90,)","(167,)",0.3999976169344464
133,17,13944,13893,WAR,"(304,)","(25,)",0.2254778776192134
133,19,13893,13944,INF,"(306,)","(25,)",0.22179629665811332
135,1,14122,14078,WAR,"(340,)","(489,)",-0.11363279333245369
135,2,14135,14163,LUV,"(459,)","(337,)",0.027389037692153687
135,3,14078,14078,INF,"(341,)","(491,)",-0.12472254084912646
135,3,14135,14163,WAR,"(461,)","(336,)",0.026695220070779277
135,3,14163,14135,INF,"(460,)","(335,)",0.030285381575981513
135,7,14103,14104,WAR,"(120,)","(342,)",0.3995646914772706
135,16,14116,14125,INF,"(233,)","(159,)",0.5536910983326013
136,5,14214,14216,LUV,"(68,)","(130,)",0.31941807628338414
136,5,14270,14223,STL,"(265,)","(205,)",0.5923129940906278
136,6,14216,14214,LUV,"(67,)","(131,)",0.3194887612090524
136,6,14270,14223,WIN,"(263,)","(204,)",0.5944105857897772
136,8,14274,14261,WAR,"(120,)","(137,)",0.4168263134832079
136,11,14241,14241,INF,"(308,)","(147,)",0.40275052426566743
137,1,14364,14301,LUV,"(159,)","(334,)",0.5219519406383117
137,2,14301,14364,LUV,"(159,)","(335,)",0.5209019849328502
137,2,14360,14336,LUV,"(56,)","(342,)",0.1759032796942247
137,3,14360,14336,WAR,"(56,)","(344,)",0.17434421401182976
137,4,14290,14297,LUV,"(394,)","(328,)",0.1871587664811616
137,4,14336,14360,INF,"(55,)","(344,)",0.1711019121636974
137,8,14314,14318,LUV,"(276,)","(314,)",0.5428993813601724
137,9,14301,14364,LUV,"(163,)","(328,)",0.5375958763745192
137,9,14364,14301,LUV,"(162,)","(327,)",0.5363871914217861
138,4,14427,14480,LUV,"(394,)","(427,)",-0.0549471547012343
138,5,14399,14389,WAR,"(182,)","(458,)",0.41318270388975953
138,6,14389,14399,INF,"(183,)","(457,)",0.4150450222449832
138,8,14409,14474,LUV,"(20,)","(372,)",0.05383033474464438
138,9,14409,14474,LUV,"(21,)","(373,)",0.05622166912307014
138,12,14388,14460,LUV,"(237,)","(441,)",0.3892438928978235
138,13,14460,14388,LUV,"(235,)","(441,)",0.39345183117170507
138,14,14388,14460,LUV,"(236,)","(441,)",0.3913669959030239
138,15,14460,14388,LUV,"(236,)","(440,)",0.39373445298661014
138,16,14388,14460,LUV,"(236,)","(441,)",0.3913669959030239
138,17,14460,14388,LUV,"(239,)","(440,)",0.38729122277050987
138,18,14388,14460,LUV,"(239,)","(440,)",0.38729122277050987
138,21,14388,14460,LUV,"(239,)","(441,)",0.3848843668132897
138,21,14460,14388,LUV,"(238,)","(441,)",0.3870828910704427
138,22,14388,14460,LUV,"(238,)","(441,)",0.3870828910704427
141,5,14721,14781,WAR,"(113,)","(461,)",0.32066484294267417
141,7,14747,14714,STL,"(173,)","(422,)",0.46141245655878754
141,9,14780,14725,LUV,"(478,)","(117,)",-0.024850140855683267
141,10,14725,14780,LUV,"(479,)","(116,)",-0.027071120639868246
141,13,14732,14756,INF,"(478,)","(487,)",-0.3554667361483899
141,14,14706,14743,LUV,"(473,)","(145,)",0.030232846612742142
141,15,14706,14743,LUV,"(472,)","(144,)",0.02905020503033906
144,2,15036,15055,LUV,"(165,)","(48,)",0.2856445586943129
144,3,15036,15055,LUV,"(165,)","(46,)",0.28161108669478574
144,5,15036,15055,LUV,"(167,)","(46,)",0.284155294218418
144,6,15079,15080,LUV,"(140,)","(57,)",0.2701741465550248
144,11,15079,15080,LUV,"(142,)","(61,)",0.28217302586571935
144,11,15080,15079,LUV,"(143,)","(62,)",0.2858933101866044
144,12,15080,15080,INF,"(142,)","(61,)",0.28217302586571935
145,2,15161,15186,WAR,"(332,)","(264,)",0.44863573519817734
145,3,15204,15218,LUV,"(79,)","(253,)",0.35453938547983566
145,5,15170,15192,LUV,"(257,)","(260,)",0.6299003920716449
145,8,15204,15218,LUV,"(81,)","(251,)",0.36268819325372614
145,9,15204,15218,LUV,"(80,)","(249,)",0.3616938180304113
145,10,15204,15218,LUV,"(79,)","(248,)",0.3597083789697561
146,1,15267,15231,LUV,"(488,)","(420,)",-0.1922557222350443
146,7,15282,15289,STL,"(333,)","(156,)",0.3568834592625446
146,11,15243,15265,INF,"(380,)","(424,)",-0.010819014651722613
147,4,15377,15392,STL,"(16,)","(457,)",0.05838394917901898
147,4,15392,15377,INF,"(16,)","(458,)",0.05920306878479431
148,1,15466,15467,WAR,"(88,)","(388,)",0.26409444776811897
148,1,15467,15466,INF,"(89,)","(387,)",0.26776187983223443
148,1,15485,15509,LUV,"(241,)","(449,)",0.3598429347925329
148,8,15476,15450,STL,"(259,)","(175,)",0.5564738876254651
148,9,15523,15472,WAR,"(128,)","(92,)",0.33408211730551224
149,1,15580,15606,STL,"(477,)","(261,)",0.12086510863038355
149,1,15606,15580,INF,"(477,)","(261,)",0.12086510863038355
149,3,15616,15631,STL,"(189,)","(360,)",0.5436579716589753
149,6,15631,15616,INF,"(188,)","(360,)",0.5426885598654655
149,8,15570,15560,LUV,"(169,)","(372,)",0.5037526706391275
149,9,15560,15570,LUV,"(170,)","(371,)",0.5064313996367318
149,9,15570,15560,WAR,"(171,)","(372,)",0.5070829032918153
149,11,15639,15608,LUV,"(372,)","(383,)",0.11498742046044994
149,14,15583,15583,INF,"(472,)","(341,)",0.0021232036641484348
150,7,15677,15650,WAR,"(126,)","(186,)",0.494799560173315
150,13,15714,15692,LUV,"(331,)","(196,)",0.4270765683715452
150,14,15686,15727,INF,"(354,)","(111,)",0.2141282854623653
150,14,15692,15714,LUV,"(332,)","(195,)",0.4231004530451893
150,14,15714,15692,LUV,"(332,)","(195,)",0.4231004530451893
150,15,15692,15714,LUV,"(333,)","(194,)",0.41910356165808815
150,15,15714,15692,LUV,"(332,)","(195,)",0.4231004530451893
150,16,15714,15714,INF,"(333,)","(194,)",0.41910356165808815
151,4,15822,15780,LUV,"(363,)","(351,)",0.21789974078404983
151,6,15843,15779,WAR,"(262,)","(178,)",0.5572624367606498
151,12,15783,15829,INF,"(34,)","(30,)",0.07957938675691276
152,5,15920,15947,WAR,"(479,)","(73,)",-0.09671865871771887
153,6,16035,15970,LUV,"(48,)","(204,)",0.3195239569592039
153,7,15970,16035,LUV,"(48,)","(205,)",0.318912328909156
153,8,15970,16035,LUV,"(49,)","(206,)",0.3202469819647366
154,9,16099,16125,INF,"(78,)","(409,)",0.22686015399409534
154,10,16077,16154,LUV,"(478,)","(332,)",0.015607168056577886
154,10,16154,16077,STL,"(478,)","(332,)",0.015607168056577886
155,1,16228,16266,LUV,"(100,)","(140,)",0.3861470911254883
155,1,16258,16188,STL,"(117,)","(304,)",0.4263926180212104
155,1,16274,16239,INF,"(428,)","(188,)",0.16841933985668742
155,3,16228,16266,LUV,"(99,)","(142,)",0.3874340622959826
155,5,16266,16228,WAR,"(98,)","(143,)",0.3871283638261265
155,12,16222,16196,WAR,"(67,)","(0,)",0.029951693507271983
155,14,16196,16196,INF,"(67,)","(0,)",0.029951693507271983
156,7,16286,16282,LUV,"(371,)","(211,)",0.3344787353063427
156,8,16282,16286,LUV,"(370,)","(211,)",0.3371094153951809
156,10,16347,16360,LUV,"(31,)","(485,)",0.12224692288346599
156,10,16360,16347,LUV,"(31,)","(485,)",0.12224692288346599
156,11,16347,16360,LUV,"(30,)","(484,)",0.11881364724724658
156,11,16360,16347,LUV,"(31,)","(483,)",0.12002365556838145
156,12,16347,16360,LUV,"(32,)","(483,)",0.12235906237848476
156,13,16347,16360,LUV,"(31,)","(482,)",0.11893067871612131
156,14,16282,16286,LUV,"(370,)","(205,)",0.33166776918973295
156,14,16286,16282,LUV,"(371,)","(206,)",0.3300101502824572
156,14,16358,16358,INF,"(319,)","(189,)",0.4498303642058307
156,14,16347,16360,LUV,"(30,)","(481,)",0.1154958923225178
156,15,16286,16286,INF,"(370,)","(205,)",0.33166776918973295
156,15,16347,16360,LUV,"(29,)","(480,)",0.11205613191513636
156,15,16360,16347,LUV,"(28,)","(480,)",0.10970338043074429
156,16,16360,16360,INF,"(29,)","(480,)",0.11205613191513636
157,1,16417,16450,LUV,"(482,)","(11,)",-0.14128591033025195
157,1,16436,16416,LUV,"(123,)","(9,)",0.13855047822617414
157,2,16416,16436,LUV,"(122,)","(9,)",0.13670612555391617
157,3,16388,16450,STL,"(480,)","(9,)",-0.1406755574484964
157,7,16438,16395,STL,"(66,)","(428,)",0.1872372344025679
157,8,16397,16427,STL,"(39,)","(84,)",0.20857765747687051
157,8,16395,16395,INF,"(64,)","(430,)",0.18111366233868575
157,13,16388,16417,LUV,"(484,)","(10,)",-0.14232770649157328
157,14,16412,16424,INF,"(56,)","(230,)",0.31559074005548243
158,8,16511,16543,LUV,"(67,)","(333,)",0.22029946796779087
158,8,16543,16511,STL,"(66,)","(333,)",0.21690253486424804
158,9,16564,16554,LUV,"(7,)","(366,)",0.02238744493838396
158,10,16511,16543,INF,"(65,)","(332,)",0.2144565712230574
158,10,16554,16564,LUV,"(6,)","(367,)",0.01949581520409205
159,8,16610,16647,LUV,"(474,)","(290,)",0.09410561227481742
159,8,16621,16636,LUV,"(383,)","(353,)",0.1589882933237788
159,8,16656,16622,WIN,"(235,)","(280,)",0.6439909014179196
159,9,16610,16647,LUV,"(472,)","(289,)",0.09760625254770942
159,9,16647,16610,LUV,"(472,)","(288,)",0.098944115766083
159,10,16610,16647,LUV,"(472,)","(288,)",0.098944115766083
159,10,16647,16610,LUV,"(472,)","(287,)",0.10025887827102631
159,11,16610,16647,LUV,"(472,)","(287,)",0.10025887827102631
159,11,16647,16610,LUV,"(472,)","(287,)",0.10025887827102631
159,12,16610,16647,LUV,"(472,)","(287,)",0.10025887827102631
159,12,16610,16610,INF,"(472,)","(287,)",0.10025887827102631
163,9,17031,17022,LUV,"(466,)","(385,)",-0.09425958528450708
164,1,17130,17159,STL,"(407,)","(36,)",-0.011672872269764815
164,2,17159,17159,INF,"(408,)","(37,)",-0.013692986463545432
164,9,17166,17139,LUV,"(110,)","(127,)",0.38103052448028696
164,10,17139,17166,LUV,"(111,)","(126,)",0.3808211290521005
164,10,17166,17139,LUV,"(111,)","(126,)",0.3808211290521005
164,11,17139,17166,LUV,"(112,)","(127,)",0.3844230197833666
164,12,17139,17166,LUV,"(113,)","(126,)",0.3841983056845098
164,13,17139,17166,LUV,"(114,)","(125,)",0.3839425739050811
164,15,17178,17116,INF,"(218,)","(369,)",0.538162849930599
165,4,17237,17288,STL,"(14,)","(71,)",0.17183869399148274
165,5,17241,17275,STL,"(155,)","(437,)",0.4232277252493809
165,6,17311,17305,LUV,"(212,)","(185,)",0.6080705299217928
165,9,17305,17311,LUV,"(214,)","(185,)",0.6081259178487973
165,10,17311,17305,LUV,"(214,)","(186,)",0.6096816893344954
166,7,17370,17401,WAR,"(43,)","(67,)",0.17329544738520883
166,7,17400,17334,LUV,"(322,)","(382,)",0.2705665450477268
166,7,17401,17370,INF,"(43,)","(68,)",0.17560084041298155
167,7,17521,17445,WAR,"(457,)","(286,)",0.12135580513288227
168,2,17561,17556,WAR,"(235,)","(359,)",0.5399398533187102
168,5,17561,17556,ESC,"(234,)","(364,)",0.5328272150528552
168,6,17556,17561,INF,"(233,)","(363,)",0.5355993034404543
169,10,17684,17665,WAR,"(274,)","(283,)",0.5857398985722495
169,14,17728,17726,INF,"(350,)","(456,)",-0.02202553421337519
171,7,17949,17898,LUV,"(51,)","(388,)",0.14086133783262844
171,8,17949,17898,LUV,"(50,)","(386,)",0.1379368096524255
171,9,17898,17949,LUV,"(51,)","(385,)",0.14118359361256427
171,10,17898,17949,LUV,"(53,)","(387,)",0.1472607645329288
171,10,17949,17898,LUV,"(52,)","(388,)",0.14400233863329137
171,11,17949,17898,LUV,"(51,)","(387,)",0.1409598523464466
172,1,17980,18031,WAR,"(36,)","(480,)",0.12872544104334205
172,2,18031,17980,INF,"(34,)","(479,)",0.12291199766343291
174,3,18259,18193,LUV,"(452,)","(82,)",-0.06037095756346547
174,4,18193,18259,LUV,"(452,)","(82,)",-0.06037095756346547
174,11,18201,18264,LUV,"(139,)","(18,)",0.18590085426780598
174,11,18264,18201,LUV,"(139,)","(19,)",0.18788629350676286
174,12,18201,18264,LUV,"(140,)","(19,)",0.18964345576330285
175,1,18301,18323,LUV,"(408,)","(250,)",0.2518670535632812
175,5,18322,18276,LUV,"(440,)","(391,)",-0.06913413474539251
175,5,18323,18301,LUV,"(407,)","(250,)",0.2543441680933514
175,6,18322,18276,WAR,"(442,)","(390,)",-0.07041845404893363
175,6,18323,18301,LUV,"(407,)","(248,)",0.2548206929850011
175,11,18301,18323,LUV,"(409,)","(253,)",0.24846501964798817
176,1,18381,18456,LUV,"(47,)","(339,)",0.14988121971972113
177,1,18585,18557,INF,"(223,)","(16,)",0.2847368175315045
177,4,18518,18496,STL,"(268,)","(412,)",0.3754885903928085
177,8,18504,18486,LUV,"(374,)","(366,)",0.15149423670757323
177,9,18486,18504,LUV,"(374,)","(367,)",0.1490502773844196
177,9,18504,18486,LUV,"(373,)","(367,)",0.1517625797247355
177,10,18504,18486,LUV,"(372,)","(368,)",0.15204130343738498
177,11,18504,18486,LUV,"(371,)","(369,)",0.1523309206121325
177,12,18580,18492,INF,"(480,)","(446,)",-0.2541968027689125
179,1,18776,18786,STL,"(422,)","(353,)",0.06228447683365511
179,3,18725,18723,STL,"(189,)","(23,)",0.2694488306679823
179,4,18723,18725,INF,"(190,)","(24,)",0.2720258745689724
179,8,18789,18743,LUV,"(214,)","(235,)",0.6572682564735661
179,9,18743,18789,LUV,"(213,)","(235,)",0.6570865000973362
179,11,18692,18776,LUV,"(418,)","(352,)",0.07404266135829335
180,2,18831,18868,STL,"(374,)","(435,)",-0.0257076540992035
180,4,18831,18868,WIN,"(374,)","(433,)",-0.019902652196159228
180,15,18818,18840,ESC,"(481,)","(308,)",0.05937433864602122
180,15,18842,18863,INF,"(162,)","(334,)",0.5289203866980631
182,8,19065,19006,LUV,"(176,)","(413,)",0.4737568952940594
182,9,19065,19006,LUV,"(176,)","(415,)",0.4716867629856069
182,10,19006,19065,LUV,"(175,)","(414,)",0.47176416750466615
182,10,19065,19006,LUV,"(174,)","(414,)",0.47075780060333733
182,11,19006,19065,LUV,"(174,)","(414,)",0.47075780060333733
182,11,19065,19006,LUV,"(175,)","(413,)",0.47278265840374806
182,12,19006,19065,LUV,"(176,)","(413,)",0.4737568952940594
182,13,19006,19065,LUV,"(175,)","(412,)",0.47379311295275617
182,14,19006,19065,LUV,"(174,)","(411,)",0.4737534490415724
182,15,19006,19065,LUV,"(173,)","(410,)",0.47363907280521444
182,15,19065,19006,LUV,"(172,)","(411,)",0.47153622482048396
182,16,19065,19065,INF,"(173,)","(410,)",0.47363907280521444
183,4,19141,19124,LUV,"(488,)","(460,)",-0.2891215285250888
183,5,19124,19141,LUV,"(488,)","(460,)",-0.2891215285250888
183,5,19141,19124,LUV,"(489,)","(459,)",-0.2864717300439409
183,6,19124,19141,LUV,"(490,)","(459,)",-0.28619452502118803
183,6,19141,19156,LUV,"(488,)","(457,)",-0.28186538908859016
183,6,19156,19124,LUV,"(490,)","(459,)",-0.28619452502118803
183,7,19124,19156,LUV,"(491,)","(458,)",-0.283497490997002
183,7,19156,19124,LUV,"(491,)","(458,)",-0.283497490997002
183,8,19124,19156,LUV,"(492,)","(457,)",-0.2807815036509248
183,8,19156,19124,LUV,"(492,)","(457,)",-0.2807815036509248
183,9,19124,19156,LUV,"(492,)","(457,)",-0.2807815036509248
183,9,19147,19133,LUV,"(366,)","(415,)",0.05162653129229542
183,9,19156,19124,LUV,"(492,)","(457,)",-0.2807815036509248
183,10,19156,19156,INF,"(492,)","(457,)",-0.2807815036509248
183,10,19133,19147,LUV,"(366,)","(414,)",0.05421120958752048
183,10,19147,19133,LUV,"(365,)","(414,)",0.05708295856684807
184,3,19245,19261,STL,"(456,)","(32,)",-0.11217599918183684
184,4,19261,19261,INF,"(455,)","(32,)",-0.11082783456064378
184,10,19266,19253,LUV,"(323,)","(464,)",0.03970821867260491
184,11,19253,19266,LUV,"(323,)","(463,)",0.04334154345864726
184,11,19266,19253,LUV,"(324,)","(463,)",0.039828585105131625
184,12,19266,19253,LUV,"(324,)","(465,)",0.032541093863688114
185,4,19421,19357,INF,"(379,)","(187,)",0.28691548866159194
186,2,19498,19450,WAR,"(325,)","(279,)",0.45691265288671684
186,4,19441,19518,WAR,"(38,)","(419,)",0.10137571475612865
186,4,19450,19498,INF,"(325,)","(280,)",0.4559171580991743
186,5,19441,19518,WIN,"(40,)","(419,)",0.10716199746818936
186,13,19494,19426,ESC,"(69,)","(207,)",0.3629465543900827
187,4,19589,19572,LUV,"(86,)","(400,)",0.2549506723908125
187,5,19572,19589,LUV,"(86,)","(399,)",0.2551260078810925
187,5,19589,19572,LUV,"(86,)","(399,)",0.2551260078810925
187,13,19600,19539,WIN,"(332,)","(221,)",0.4479983998904974
188,1,19639,19660,LUV,"(350,)","(343,)",0.2740058060161912
188,12,19734,19734,INF,"(71,)","(126,)",0.31748449863194916
191,15,19952,19978,INF,"(191,)","(37,)",0.2936642547798377
192,1,20139,20131,LUV,"(30,)","(73,)",0.18057219418422357
192,2,20131,20139,LUV,"(29,)","(73,)",0.18019314268187747
192,2,20139,20131,LUV,"(29,)","(72,)",0.17798739339407826
192,3,20131,20139,LUV,"(30,)","(72,)",0.17836267009278892
192,9,20139,20092,LUV,"(26,)","(76,)",0.18565314411597889
192,12,20073,20082,LUV,"(442,)","(347,)",0.03371067339733834
192,16,20063,20078,INF,"(38,)","(339,)",0.12289003754744687
193,2,20183,20168,STL,"(391,)","(72,)",0.05835725138623001
193,8,20197,20222,WAR,"(359,)","(456,)",-0.04926799041734667
193,8,20222,20197,INF,"(359,)","(456,)",-0.04926799041734667
193,9,20179,20253,WIN,"(159,)","(161,)",0.5242219805174327
194,4,20319,20307,STL,"(271,)","(140,)",0.4659772679833655
194,6,20307,20307,INF,"(269,)","(136,)",0.4606233363871364
194,7,20320,20334,STL,"(55,)","(26,)",0.08191617232765168
194,9,20334,20320,INF,"(56,)","(24,)",0.07779513469199173
194,10,20355,20293,INF,"(171,)","(331,)",0.5511133358392309
195,1,20472,20454,INF,"(154,)","(2,)",0.18303449720855092
195,11,20434,20422,STL,"(180,)","(266,)",0.6251253137996085
195,13,20422,20422,INF,"(177,)","(264,)",0.621008425914036
196,15,20486,20486,INF,"(307,)","(414,)",0.24593944246171304
198,1,20694,20744,LUV,"(62,)","(401,)",0.1750183985626463
199,7,20878,20832,LUV,"(408,)","(9,)",-0.019813023572061782
199,9,20824,20869,INF,"(106,)","(278,)",0.41599986534044053
199,11,20883,20845,INF,"(364,)","(286,)",0.33748867628277657
200,1,20957,20899,STL,"(304,)","(329,)",0.44290936726816466
200,3,20899,20899,INF,"(303,)","(326,)",0.45149117759368385
200,5,20980,20983,LUV,"(253,)","(173,)",0.5611509437174172
200,5,20983,20980,LUV,"(252,)","(173,)",0.5624372694499862
200,6,20983,20980,LUV,"(251,)","(175,)",0.5673561407035179
202,1,21130,21108,WAR,"(110,)","(375,)",0.34371225519010895
202,2,21121,21199,LUV,"(27,)","(380,)",0.0710558750309912
202,3,21121,21199,LUV,"(28,)","(381,)",0.07367186958299188
202,3,21199,21121,LUV,"(27,)","(380,)",0.0710558750309912
202,10,21121,21199,LUV,"(31,)","(383,)",0.08179627492718622
202,10,21199,21121,LUV,"(31,)","(383,)",0.08179627492718622
202,11,21121,21199,LUV,"(30,)","(383,)",0.07898685463093313
202,11,21199,21121,LUV,"(31,)","(383,)",0.08179627492718622
202,12,21121,21199,LUV,"(30,)","(383,)",0.07898685463093313
202,12,21140,21189,LUV,"(58,)","(260,)",0.2845810661794931
202,12,21121,21121,INF,"(31,)","(383,)",0.08179627492718622
202,13,21140,21189,LUV,"(59,)","(261,)",0.2860397921443039
202,14,21140,21189,LUV,"(59,)","(262,)",0.28468747582977755
202,15,21140,21189,LUV,"(59,)","(263,)",0.28332877313473576
202,15,21189,21140,LUV,"(59,)","(264,)",0.281964043748238
202,16,21140,21189,WIN,"(59,)","(263,)",0.28332877313473576
203,3,21280,21289,STL,"(387,)","(385,)",0.07027459612920949
203,3,21289,21280,INF,"(386,)","(384,)",0.07533775461624392
203,5,21234,21247,WAR,"(374,)","(163,)",0.26160676420883044
204,2,21416,21416,INF,"(437,)","(50,)",-0.07085020633891585
204,9,21352,21352,INF,"(246,)","(407,)",0.4396671259684716
204,10,21383,21383,INF,"(49,)","(314,)",0.18271611832799228
205,8,21468,21426,STL,"(114,)","(185,)",0.4667053503172042
206,4,21584,21526,WAR,"(79,)","(77,)",0.2292846823073107
206,4,21623,21542,LUV,"(262,)","(132,)",0.46282936333906943
206,6,21526,21584,INF,"(79,)","(79,)",0.23390914351211842
206,6,21595,21590,LUV,"(276,)","(357,)",0.4650580594965124
206,8,21558,21532,STL,"(496,)","(164,)",0.05782525434047028
206,11,21558,21532,ESC,"(493,)","(165,)",0.05903253296737941
206,12,21532,21558,INF,"(494,)","(165,)",0.059114812689187
207,6,21675,21657,LUV,"(17,)","(59,)",0.14543235973606358
207,7,21657,21675,LUV,"(17,)","(58,)",0.14311672747768883
207,11,21729,21658,STL,"(398,)","(102,)",0.0861004239761916
208,1,21742,21840,WIN,"(207,)","(178,)",0.5960503684809872
208,1,21779,21799,LUV,"(129,)","(111,)",0.37889628080571314
208,2,21773,21807,LUV,"(206,)","(196,)",0.6226558529599919
208,2,21798,21794,WAR,"(82,)","(378,)",0.24593832094228552
208,2,21799,21776,LUV,"(126,)","(115,)",0.38294376580387196
208,2,21807,21773,LUV,"(207,)","(196,)",0.6229544123351439
208,3,21776,21799,LUV,"(127,)","(116,)",0.3866777750405675
208,3,21794,21798,INF,"(82,)","(377,)",0.24623458303328782
208,4,21776,21799,LUV,"(126,)","(114,)",0.38078241847882666
208,5,21765,21756,WAR,"(314,)","(415,)",0.21943014342268827
